bank_account,claim_date,claim_id,claim_location,insurer_address,insurer_email,insurer_id,insurer_license_plate,insurer_name,insurer_phone_number,repair_shop,type_of_claim,third_party_license_plate,fraud,bank_account_used_to_connect_claims,betweenness_centrality,claim_location_used_to_connect_claims,closeness_centrality,component_size,connections_info,degree_centrality,insurer_address_used_to_connect_claims,insurer_email_used_to_connect_claims,insurer_license_plate_used_to_connect_claims,insurer_phone_number_used_to_connect_claims,repair_shop_used_to_connect_claims,third_party_license_plate_used_to_connect_claims,unique_bank_accounts_in_component,unique_claim_locations_in_component,unique_insurer_addresss_in_component,unique_insurer_emails_in_component,unique_insurer_license_plates_in_component,unique_insurer_phone_numbers_in_component,unique_repair_shops_in_component,unique_third_party_license_plates_in_component
ES67781085,2024-07-26,3de72026,Zone_15,1 Avenida Central,insured_123@mail.com,fa456353,BE2733,Insured_123,600335293,repair_24,injury,DH5196,1,16,0.021064006104383682,17,0.532258064516129,67,"[{""connected_to"": ""b40777f6"", ""via"": ""bank_account"", ""value"": ""ES67781085""}, {""connected_to"": ""dbfb58bf"", ""via"": ""insurer_phone_number"", ""value"": 600335293}, {""connected_to"": ""48734acd"", ""via"": ""insurer_phone_number"", ""value"": 600335293}, {""connected_to"": ""ab824ba6"", ""via"": ""insurer_phone_number"", ""value"": 600335293}, {""connected_to"": ""a25a1ebb"", ""via"": ""insurer_phone_number"", ""value"": 600335293}, {""connected_to"": ""51ef5249"", ""via"": ""insurer_phone_number"", ""value"": 600335293}, {""connected_to"": ""1b005a35"", ""via"": ""bank_account"", ""value"": ""ES67781085""}, {""connected_to"": ""5d452b93"", ""via"": ""bank_account"", ""value"": ""ES67781085""}, {""connected_to"": ""4cdc9102"", ""via"": ""insurer_phone_number"", ""value"": 600335293}, {""connected_to"": ""21c54feb"", ""via"": ""insurer_phone_number"", ""value"": 600335293}, {""connected_to"": ""1b344808"", ""via"": ""claim_location"", ""value"": ""Zone_15""}, {""connected_to"": ""f949707f"", ""via"": ""bank_account"", ""value"": ""ES67781085""}, {""connected_to"": ""e039d1f7"", ""via"": ""repair_shop"", ""value"": ""repair_24""}, {""connected_to"": ""6c2948c2"", ""via"": ""bank_account"", ""value"": ""ES67781085""}]",0.21212121212121213,20,2,9,13,20,1,19,46,33,65,58,15,33,39
ES82859036,2024-07-26,91c88928,Zone_5,24 Avenida Central,insured_18@mail.com,8314557,EF7402,Insured_18,600809302,repair_34,injury,,0,16,0.026599692980920114,17,0.5196850393700787,67,"[{""connected_to"": ""1028b1e7"", ""via"": ""bank_account"", ""value"": ""ES82859036""}, {""connected_to"": ""4c287ede"", ""via"": ""insurer_license_plate"", ""value"": ""EF7402""}, {""connected_to"": ""9849c843"", ""via"": ""bank_account"", ""value"": ""ES82859036""}, {""connected_to"": ""7c9666a8"", ""via"": ""bank_account"", ""value"": ""ES82859036""}, {""connected_to"": ""4cb83c72"", ""via"": ""insurer_phone_number"", ""value"": 600809302}, {""connected_to"": ""5adc9a25"", ""via"": ""insurer_phone_number"", ""value"": 600809302}, {""connected_to"": ""f28e3ec7"", ""via"": ""bank_account"", ""value"": ""ES82859036""}, {""connected_to"": ""2fdaa093"", ""via"": ""insurer_phone_number"", ""value"": 600809302}, {""connected_to"": ""63429b74"", ""via"": ""repair_shop"", ""value"": ""repair_34""}, {""connected_to"": ""cd2da2b4"", ""via"": ""claim_location"", ""value"": ""Zone_5""}, {""connected_to"": ""1b344808"", ""via"": ""repair_shop"", ""value"": ""repair_34""}, {""connected_to"": ""e039d1f7"", ""via"": ""insurer_phone_number"", ""value"": 600809302}, {""connected_to"": ""d387f17a"", ""via"": ""insurer_address"", ""value"": ""24 Avenida Central""}, {""connected_to"": ""b205b267"", ""via"": ""insurer_phone_number"", ""value"": 600809302}, {""connected_to"": ""e4b967fc"", ""via"": ""claim_location"", ""value"": ""Zone_5""}]",0.2272727272727273,20,2,9,13,20,1,19,46,33,65,58,15,33,39
ES67781085,2024-07-26,6c2948c2,Zone_7,31 Avenida Central,insured_19@mail.com,063ac713,EO8267,Insured_19,600379103,repair_17,collision,HA6699,1,16,0.015328807616960642,17,0.4888888888888889,67,"[{""connected_to"": ""b40777f6"", ""via"": ""bank_account"", ""value"": ""ES67781085""}, {""connected_to"": ""dbb83833"", ""via"": ""insurer_address"", ""value"": ""31 Avenida Central""}, {""connected_to"": ""fc2f929f"", ""via"": ""insurer_phone_number"", ""value"": 600379103}, {""connected_to"": ""7634221b"", ""via"": ""insurer_address"", ""value"": ""31 Avenida Central""}, {""connected_to"": ""1b005a35"", ""via"": ""bank_account"", ""value"": ""ES67781085""}, {""connected_to"": ""5d452b93"", ""via"": ""bank_account"", ""value"": ""ES67781085""}, {""connected_to"": ""0146fadf"", ""via"": ""insurer_phone_number"", ""value"": 600379103}, {""connected_to"": ""efc3d4b7"", ""via"": ""repair_shop"", ""value"": ""repair_17""}, {""connected_to"": ""a022bc0f"", ""via"": ""insurer_phone_number"", ""value"": 600379103}, {""connected_to"": ""f949707f"", ""via"": ""bank_account"", ""value"": ""ES67781085""}, {""connected_to"": ""f76a94f8"", ""via"": ""repair_shop"", ""value"": ""repair_17""}, {""connected_to"": ""3de72026"", ""via"": ""bank_account"", ""value"": ""ES67781085""}]",0.18181818181818182,20,2,9,13,20,1,19,46,33,65,58,15,33,39
ES29088754,2024-07-27,0ab73345,Zone_52,35 Avenida Central,insured_3@mail.com,06a7308f,PF6093,Insured_3,600189326,repair_11,injury,,1,18,0.011293744875156993,18,0.5034965034965035,73,"[{""connected_to"": ""c06aa294"", ""via"": ""bank_account"", ""value"": ""ES29088754""}, {""connected_to"": ""b40777f6"", ""via"": ""insurer_phone_number"", ""value"": 600189326}, {""connected_to"": ""4c287ede"", ""via"": ""repair_shop"", ""value"": ""repair_11""}, {""connected_to"": ""2fdaa093"", ""via"": ""claim_location"", ""value"": ""Zone_52""}, {""connected_to"": ""07e13cb7"", ""via"": ""bank_account"", ""value"": ""ES29088754""}, {""connected_to"": ""f4a75ecd"", ""via"": ""insurer_address"", ""value"": ""35 Avenida Central""}, {""connected_to"": ""fb3640e4"", ""via"": ""claim_location"", ""value"": ""Zone_52""}, {""connected_to"": ""1b344808"", ""via"": ""bank_account"", ""value"": ""ES29088754""}, {""connected_to"": ""35c1dbd1"", ""via"": ""bank_account"", ""value"": ""ES29088754""}, {""connected_to"": ""bf3e5d6f"", ""via"": ""repair_shop"", ""value"": ""repair_11""}, {""connected_to"": ""b205b267"", ""via"": ""repair_shop"", ""value"": ""repair_11""}, {""connected_to"": ""e73b8797"", ""via"": ""bank_account"", ""value"": ""ES29088754""}, {""connected_to"": ""d2ed0339"", ""via"": ""insurer_phone_number"", ""value"": 600189326}]",0.18055555555555555,22,2,9,14,22,2,19,48,34,71,64,15,33,40
ES71007570,2024-07-27,c93a329f,Zone_78,6 Avenida Central,insured_195@mail.com,3c8029fc,AP1093,Insured_195,600997261,repair_18,collision,,1,18,0.011928669238900534,18,0.4931506849315068,73,"[{""connected_to"": ""4f111138"", ""via"": ""bank_account"", ""value"": ""ES71007570""}, {""connected_to"": ""a4b96898"", ""via"": ""claim_location"", ""value"": ""Zone_78""}, {""connected_to"": ""dbb83833"", ""via"": ""insurer_phone_number"", ""value"": 600997261}, {""connected_to"": ""b9d5e6dc"", ""via"": ""claim_location"", ""value"": ""Zone_78""}, {""connected_to"": ""7634221b"", ""via"": ""insurer_phone_number"", ""value"": 600997261}, {""connected_to"": ""5257a996"", ""via"": ""insurer_phone_number"", ""value"": 600997261}, {""connected_to"": ""1704ee21"", ""via"": ""bank_account"", ""value"": ""ES71007570""}, {""connected_to"": ""f949707f"", ""via"": ""insurer_phone_number"", ""value"": 600997261}, {""connected_to"": ""608a6c32"", ""via"": ""bank_account"", ""value"": ""ES71007570""}, {""connected_to"": ""35c1dbd1"", ""via"": ""insurer_address"", ""value"": ""6 Avenida Central""}, {""connected_to"": ""d387f17a"", ""via"": ""repair_shop"", ""value"": ""repair_18""}, {""connected_to"": ""5b0e5acd"", ""via"": ""claim_location"", ""value"": ""Zone_78""}]",0.16666666666666666,22,2,9,14,22,2,19,48,34,71,64,15,33,40
ES42901579,2024-07-27,91ebb156,Zone_11,2 Avenida Central,insured_4@mail.com,665c6ca0,JO1026,Insured_4,600481783,repair_39,injury,OD8760,1,18,0.007235282619859903,18,0.4675324675324675,73,"[{""connected_to"": ""90a7e45b"", ""via"": ""repair_shop"", ""value"": ""repair_39""}, {""connected_to"": ""a2cef4f7"", ""via"": ""bank_account"", ""value"": ""ES42901579""}, {""connected_to"": ""11c352f3"", ""via"": ""insurer_phone_number"", ""value"": 600481783}, {""connected_to"": ""71d88f8f"", ""via"": ""bank_account"", ""value"": ""ES42901579""}, {""connected_to"": ""2fdaa093"", ""via"": ""third_party_license_plate"", ""value"": ""OD8760""}, {""connected_to"": ""efc3d4b7"", ""via"": ""bank_account"", ""value"": ""ES42901579""}, {""connected_to"": ""fb3640e4"", ""via"": ""bank_account"", ""value"": ""ES42901579""}, {""connected_to"": ""1b344808"", ""via"": ""insurer_phone_number"", ""value"": 600481783}, {""connected_to"": ""6db026f9"", ""via"": ""insurer_phone_number"", ""value"": 600481783}]",0.125,22,2,9,14,22,2,19,48,34,71,64,15,33,40
ES95330972,2024-07-27,d2ed0339,Zone_46,40 Avenida Central,insured_80@mail.com,f9f0cd8f,EB9656,Insured_80,600189326,repair_34,injury,JG5050,0,18,0.010525122220796802,18,0.5217391304347826,73,"[{""connected_to"": ""b40777f6"", ""via"": ""insurer_phone_number"", ""value"": 600189326}, {""connected_to"": ""48734acd"", ""via"": ""bank_account"", ""value"": ""ES95330972""}, {""connected_to"": ""2db8cd46"", ""via"": ""claim_location"", ""value"": ""Zone_46""}, {""connected_to"": ""4cdc9102"", ""via"": ""insurer_address"", ""value"": ""40 Avenida Central""}, {""connected_to"": ""63429b74"", ""via"": ""repair_shop"", ""value"": ""repair_34""}, {""connected_to"": ""efc3d4b7"", ""via"": ""insurer_address"", ""value"": ""40 Avenida Central""}, {""connected_to"": ""1b344808"", ""via"": ""repair_shop"", ""value"": ""repair_34""}, {""connected_to"": ""e039d1f7"", ""via"": ""insurer_address"", ""value"": ""40 Avenida Central""}, {""connected_to"": ""e73b8797"", ""via"": ""insurer_address"", ""value"": ""40 Avenida Central""}, {""connected_to"": ""91c88928"", ""via"": ""repair_shop"", ""value"": ""repair_34""}, {""connected_to"": ""0ab73345"", ""via"": ""insurer_phone_number"", ""value"": 600189326}, {""connected_to"": ""2a6e407a"", ""via"": ""repair_shop"", ""value"": ""repair_34""}]",0.16666666666666666,22,2,9,14,22,2,19,48,34,71,64,15,33,40
ES97868719,2024-07-27,6db026f9,Zone_19,39 Avenida Central,insured_37@mail.com,13db4f2c,CG9182,Insured_37,600481783,repair_31,collision,,0,18,0.0010533377004515046,18,0.4235294117647059,73,"[{""connected_to"": ""d8033cc3"", ""via"": ""insurer_address"", ""value"": ""39 Avenida Central""}, {""connected_to"": ""11c352f3"", ""via"": ""insurer_phone_number"", ""value"": 600481783}, {""connected_to"": ""2fdaa093"", ""via"": ""bank_account"", ""value"": ""ES97868719""}, {""connected_to"": ""07e13cb7"", ""via"": ""insurer_address"", ""value"": ""39 Avenida Central""}, {""connected_to"": ""1b344808"", ""via"": ""insurer_phone_number"", ""value"": 600481783}, {""connected_to"": ""91ebb156"", ""via"": ""insurer_phone_number"", ""value"": 600481783}]",0.08333333333333333,22,2,9,14,22,2,19,48,34,71,64,15,33,40
ES82859036,2024-07-27,2a6e407a,Zone_66,30 Avenida Central,insured_45@mail.com,1d95ac65,LM1492,Insured_45,600596153,repair_34,collision,,0,18,0.024911301173242206,18,0.5454545454545454,73,"[{""connected_to"": ""1028b1e7"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""4c287ede"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""9849c843"", ""via"": ""bank_account"", ""value"": ""ES82859036""}, {""connected_to"": ""7c9666a8"", ""via"": ""bank_account"", ""value"": ""ES82859036""}, {""connected_to"": ""5adc9a25"", ""via"": ""bank_account"", ""value"": ""ES82859036""}, {""connected_to"": ""f28e3ec7"", ""via"": ""bank_account"", ""value"": ""ES82859036""}, {""connected_to"": ""5257a996"", ""via"": ""insurer_address"", ""value"": ""30 Avenida Central""}, {""connected_to"": ""07e13cb7"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""63429b74"", ""via"": ""repair_shop"", ""value"": ""repair_34""}, {""connected_to"": ""f4a75ecd"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""1b344808"", ""via"": ""repair_shop"", ""value"": ""repair_34""}, {""connected_to"": ""f949707f"", ""via"": ""claim_location"", ""value"": ""Zone_66""}, {""connected_to"": ""42bf7d42"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""608a6c32"", ""via"": ""insurer_address"", ""value"": ""30 Avenida Central""}, {""connected_to"": ""b205b267"", ""via"": ""insurer_address"", ""value"": ""30 Avenida Central""}, {""connected_to"": ""91c88928"", ""via"": ""repair_shop"", ""value"": ""repair_34""}, {""connected_to"": ""d2ed0339"", ""via"": ""repair_shop"", ""value"": ""repair_34""}]",0.2361111111111111,22,2,9,14,22,2,19,48,34,71,64,15,33,40
ES42953246,2024-07-28,a86c8802,Zone_65,28 Avenida Central,insured_160@mail.com,1b221d9e,IL5920,Insured_160,600621704,repair_19,injury,MN6901,1,19,0.011587247470886687,19,0.5302013422818792,80,"[{""connected_to"": ""dbfb58bf"", ""via"": ""insurer_address"", ""value"": ""28 Avenida Central""}, {""connected_to"": ""48734acd"", ""via"": ""insurer_email"", ""value"": ""insured_160@mail.com""}, {""connected_to"": ""d8033cc3"", ""via"": ""bank_account"", ""value"": ""ES42953246""}, {""connected_to"": ""b9d5e6dc"", ""via"": ""insurer_phone_number"", ""value"": 600621704}, {""connected_to"": ""4c287ede"", ""via"": ""bank_account"", ""value"": ""ES42953246""}, {""connected_to"": ""2db8cd46"", ""via"": ""insurer_phone_number"", ""value"": 600621704}, {""connected_to"": ""c9504603"", ""via"": ""insurer_phone_number"", ""value"": 600621704}, {""connected_to"": ""11c352f3"", ""via"": ""bank_account"", ""value"": ""ES42953246""}, {""connected_to"": ""4cdc9102"", ""via"": ""bank_account"", ""value"": ""ES42953246""}, {""connected_to"": ""1704ee21"", ""via"": ""insurer_phone_number"", ""value"": 600621704}, {""connected_to"": ""608a6c32"", ""via"": ""insurer_license_plate"", ""value"": ""IL5920""}, {""connected_to"": ""35c1dbd1"", ""via"": ""insurer_phone_number"", ""value"": 600621704}, {""connected_to"": ""c04a4443"", ""via"": ""insurer_address"", ""value"": ""28 Avenida Central""}, {""connected_to"": ""ca8b2ffe"", ""via"": ""repair_shop"", ""value"": ""repair_19""}]",0.17721518987341772,23,3,11,15,27,2,20,51,34,77,68,15,34,43
ES73593231,2024-07-28,bb742b13,Zone_67,31 Avenida Central,insured_71@mail.com,c75171a5,AL2457,Insured_71,600997261,repair_29,injury,KK9103,0,19,0.006978484916362385,19,0.49375,80,"[{""connected_to"": ""dbb83833"", ""via"": ""insurer_phone_number"", ""value"": 600997261}, {""connected_to"": ""b9d5e6dc"", ""via"": ""bank_account"", ""value"": ""ES73593231""}, {""connected_to"": ""7634221b"", ""via"": ""insurer_phone_number"", ""value"": 600997261}, {""connected_to"": ""5257a996"", ""via"": ""insurer_phone_number"", ""value"": 600997261}, {""connected_to"": ""71d88f8f"", ""via"": ""claim_location"", ""value"": ""Zone_67""}, {""connected_to"": ""21c54feb"", ""via"": ""bank_account"", ""value"": ""ES73593231""}, {""connected_to"": ""f949707f"", ""via"": ""insurer_phone_number"", ""value"": 600997261}, {""connected_to"": ""5b0e5acd"", ""via"": ""repair_shop"", ""value"": ""repair_29""}, {""connected_to"": ""6c2948c2"", ""via"": ""insurer_address"", ""value"": ""31 Avenida Central""}, {""connected_to"": ""c93a329f"", ""via"": ""insurer_phone_number"", ""value"": 600997261}, {""connected_to"": ""4fd0f508"", ""via"": ""insurer_phone_number"", ""value"": 600997261}, {""connected_to"": ""ca8b2ffe"", ""via"": ""bank_account"", ""value"": ""ES73593231""}]",0.1518987341772152,23,3,11,15,27,2,20,51,34,77,68,15,34,43
ES54795355,2024-07-28,c04a4443,Zone_43,28 Avenida Central,insured_42@mail.com,439c00eb,OH7336,Insured_42,600432795,repair_5,collision,,1,19,0.011284427157991939,19,0.5096774193548387,80,"[{""connected_to"": ""dbfb58bf"", ""via"": ""insurer_address"", ""value"": ""28 Avenida Central""}, {""connected_to"": ""b08e7bfd"", ""via"": ""insurer_phone_number"", ""value"": 600432795}, {""connected_to"": ""ab824ba6"", ""via"": ""bank_account"", ""value"": ""ES54795355""}, {""connected_to"": ""9849c843"", ""via"": ""repair_shop"", ""value"": ""repair_5""}, {""connected_to"": ""deb6383f"", ""via"": ""insurer_phone_number"", ""value"": 600432795}, {""connected_to"": ""7c2166f9"", ""via"": ""repair_shop"", ""value"": ""repair_5""}, {""connected_to"": ""709da1d8"", ""via"": ""bank_account"", ""value"": ""ES54795355""}, {""connected_to"": ""c6eb903b"", ""via"": ""insurer_phone_number"", ""value"": 600432795}, {""connected_to"": ""d387f17a"", ""via"": ""bank_account"", ""value"": ""ES54795355""}, {""connected_to"": ""bf3e5d6f"", ""via"": ""bank_account"", ""value"": ""ES54795355""}, {""connected_to"": ""5b0e5acd"", ""via"": ""bank_account"", ""value"": ""ES54795355""}, {""connected_to"": ""e4b967fc"", ""via"": ""insurer_phone_number"", ""value"": 600432795}, {""connected_to"": ""a86c8802"", ""via"": ""insurer_address"", ""value"": ""28 Avenida Central""}, {""connected_to"": ""ef4d9ae4"", ""via"": ""bank_account"", ""value"": ""ES54795355""}]",0.17721518987341772,23,3,11,15,27,2,20,51,34,77,68,15,34,43
ES64784211,2024-07-28,3a3d6e6e,Zone_15,15 Avenida Central,insured_136@mail.com,b47c4189,IB6158,Insured_136,600596153,repair_22,injury,,1,19,0.005915620215068173,19,0.48466257668711654,80,"[{""connected_to"": ""b40777f6"", ""via"": ""insurer_address"", ""value"": ""15 Avenida Central""}, {""connected_to"": ""1028b1e7"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""4c287ede"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""11c352f3"", ""via"": ""insurer_address"", ""value"": ""15 Avenida Central""}, {""connected_to"": ""71d88f8f"", ""via"": ""repair_shop"", ""value"": ""repair_22""}, {""connected_to"": ""07e13cb7"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""f4a75ecd"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""1b344808"", ""via"": ""claim_location"", ""value"": ""Zone_15""}, {""connected_to"": ""42bf7d42"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""3de72026"", ""via"": ""claim_location"", ""value"": ""Zone_15""}, {""connected_to"": ""2a6e407a"", ""via"": ""insurer_phone_number"", ""value"": 600596153}]",0.13924050632911392,23,3,11,15,27,2,20,51,34,77,68,15,34,43
ES54795355,2024-07-28,ef4d9ae4,Zone_71,5 Avenida Central,insured_124@mail.com,93c8dbe4,IG3009,Insured_124,600664650,repair_9,collision,KC8145,1,19,0.018758943576674007,19,0.5524475524475524,80,"[{""connected_to"": ""3dbeee40"", ""via"": ""insurer_address"", ""value"": ""5 Avenida Central""}, {""connected_to"": ""d8033cc3"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""ab824ba6"", ""via"": ""bank_account"", ""value"": ""ES54795355""}, {""connected_to"": ""2db8cd46"", ""via"": ""insurer_address"", ""value"": ""5 Avenida Central""}, {""connected_to"": ""51ef5249"", ""via"": ""insurer_address"", ""value"": ""5 Avenida Central""}, {""connected_to"": ""1b005a35"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""deb6383f"", ""via"": ""bank_account"", ""value"": ""ES54795355""}, {""connected_to"": ""71d88f8f"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""709da1d8"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""1704ee21"", ""via"": ""repair_shop"", ""value"": ""repair_9""}, {""connected_to"": ""efc3d4b7"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""fb3640e4"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""608a6c32"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""d387f17a"", ""via"": ""bank_account"", ""value"": ""ES54795355""}, {""connected_to"": ""ea9d7eb4"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""bf3e5d6f"", ""via"": ""bank_account"", ""value"": ""ES54795355""}, {""connected_to"": ""5b0e5acd"", ""via"": ""bank_account"", ""value"": ""ES54795355""}, {""connected_to"": ""c04a4443"", ""via"": ""bank_account"", ""value"": ""ES54795355""}]",0.22784810126582278,23,3,11,15,27,2,20,51,34,77,68,15,34,43
ES12961077,2024-07-28,4fd0f508,Zone_70,33 Avenida Central,insured_59@mail.com,f5d52594,EL1845,Insured_59,600997261,repair_32,injury,,1,19,0.026840214466596148,19,0.5563380281690141,80,"[{""connected_to"": ""c06aa294"", ""via"": ""repair_shop"", ""value"": ""repair_32""}, {""connected_to"": ""b40777f6"", ""via"": ""insurer_license_plate"", ""value"": ""EL1845""}, {""connected_to"": ""dbb83833"", ""via"": ""insurer_phone_number"", ""value"": 600997261}, {""connected_to"": ""b9d5e6dc"", ""via"": ""insurer_license_plate"", ""value"": ""EL1845""}, {""connected_to"": ""9849c843"", ""via"": ""insurer_address"", ""value"": ""33 Avenida Central""}, {""connected_to"": ""5adc9a25"", ""via"": ""repair_shop"", ""value"": ""repair_32""}, {""connected_to"": ""7634221b"", ""via"": ""insurer_phone_number"", ""value"": 600997261}, {""connected_to"": ""c9504603"", ""via"": ""insurer_address"", ""value"": ""33 Avenida Central""}, {""connected_to"": ""5257a996"", ""via"": ""insurer_phone_number"", ""value"": 600997261}, {""connected_to"": ""0146fadf"", ""via"": ""bank_account"", ""value"": ""ES12961077""}, {""connected_to"": ""7c2166f9"", ""via"": ""insurer_address"", ""value"": ""33 Avenida Central""}, {""connected_to"": ""1704ee21"", ""via"": ""claim_location"", ""value"": ""Zone_70""}, {""connected_to"": ""fb3640e4"", ""via"": ""insurer_address"", ""value"": ""33 Avenida Central""}, {""connected_to"": ""f949707f"", ""via"": ""insurer_phone_number"", ""value"": 600997261}, {""connected_to"": ""42bf7d42"", ""via"": ""insurer_address"", ""value"": ""33 Avenida Central""}, {""connected_to"": ""baa5ea2a"", ""via"": ""claim_location"", ""value"": ""Zone_70""}, {""connected_to"": ""c93a329f"", ""via"": ""insurer_phone_number"", ""value"": 600997261}, {""connected_to"": ""bb742b13"", ""via"": ""insurer_phone_number"", ""value"": 600997261}]",0.22784810126582278,23,3,11,15,27,2,20,51,34,77,68,15,34,43
ES73593231,2024-07-28,ca8b2ffe,Zone_45,25 Avenida Central,insured_130@mail.com,4deeab1b,LC4785,Insured_130,600354258,repair_19,injury,,1,19,0.0076550010639877255,19,0.4906832298136646,80,"[{""connected_to"": ""d8033cc3"", ""via"": ""insurer_license_plate"", ""value"": ""LC4785""}, {""connected_to"": ""b9d5e6dc"", ""via"": ""bank_account"", ""value"": ""ES73593231""}, {""connected_to"": ""7c9666a8"", ""via"": ""insurer_phone_number"", ""value"": 600354258}, {""connected_to"": ""51ef5249"", ""via"": ""claim_location"", ""value"": ""Zone_45""}, {""connected_to"": ""5257a996"", ""via"": ""bank_account"", ""value"": ""ES73593231""}, {""connected_to"": ""21c54feb"", ""via"": ""bank_account"", ""value"": ""ES73593231""}, {""connected_to"": ""63429b74"", ""via"": ""insurer_address"", ""value"": ""25 Avenida Central""}, {""connected_to"": ""e4b967fc"", ""via"": ""insurer_address"", ""value"": ""25 Avenida Central""}, {""connected_to"": ""a86c8802"", ""via"": ""repair_shop"", ""value"": ""repair_19""}, {""connected_to"": ""bb742b13"", ""via"": ""bank_account"", ""value"": ""ES73593231""}]",0.12658227848101267,23,3,11,15,27,2,20,51,34,77,68,15,34,43
ES82859036,2024-07-29,24e31115,Zone_23,2 Avenida Central,insured_168@mail.com,839647ca,KI9599,Insured_168,600354258,repair_8,collision,,1,20,0.0057160301842459505,20,0.46994535519125685,87,"[{""connected_to"": ""1028b1e7"", ""via"": ""bank_account"", ""value"": ""ES82859036""}, {""connected_to"": ""9849c843"", ""via"": ""bank_account"", ""value"": ""ES82859036""}, {""connected_to"": ""7c9666a8"", ""via"": ""insurer_phone_number"", ""value"": 600354258}, {""connected_to"": ""5adc9a25"", ""via"": ""bank_account"", ""value"": ""ES82859036""}, {""connected_to"": ""f28e3ec7"", ""via"": ""bank_account"", ""value"": ""ES82859036""}, {""connected_to"": ""f4a75ecd"", ""via"": ""repair_shop"", ""value"": ""repair_8""}, {""connected_to"": ""f76a94f8"", ""via"": ""claim_location"", ""value"": ""Zone_23""}, {""connected_to"": ""b205b267"", ""via"": ""claim_location"", ""value"": ""Zone_23""}, {""connected_to"": ""91c88928"", ""via"": ""bank_account"", ""value"": ""ES82859036""}, {""connected_to"": ""91ebb156"", ""via"": ""insurer_address"", ""value"": ""2 Avenida Central""}, {""connected_to"": ""2a6e407a"", ""via"": ""bank_account"", ""value"": ""ES82859036""}, {""connected_to"": ""ca8b2ffe"", ""via"": ""insurer_phone_number"", ""value"": 600354258}, {""connected_to"": ""8379280e"", ""via"": ""insurer_phone_number"", ""value"": 600354258}]",0.1511627906976744,25,5,12,15,28,3,20,54,35,82,73,15,36,43
ES29088754,2024-07-29,a0e2a79f,Zone_31,15 Avenida Central,insured_136@mail.com,b47c4189,DG3242,Insured_136,600664650,repair_36,injury,KC8145,0,20,0.01401507150496554,20,0.5443037974683544,87,"[{""connected_to"": ""c06aa294"", ""via"": ""bank_account"", ""value"": ""ES29088754""}, {""connected_to"": ""b40777f6"", ""via"": ""insurer_address"", ""value"": ""15 Avenida Central""}, {""connected_to"": ""d8033cc3"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""a25a1ebb"", ""via"": ""insurer_license_plate"", ""value"": ""DG3242""}, {""connected_to"": ""1b005a35"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""11c352f3"", ""via"": ""insurer_address"", ""value"": ""15 Avenida Central""}, {""connected_to"": ""71d88f8f"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""709da1d8"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""07e13cb7"", ""via"": ""bank_account"", ""value"": ""ES29088754""}, {""connected_to"": ""efc3d4b7"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""fb3640e4"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""1b344808"", ""via"": ""bank_account"", ""value"": ""ES29088754""}, {""connected_to"": ""608a6c32"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""35c1dbd1"", ""via"": ""bank_account"", ""value"": ""ES29088754""}, {""connected_to"": ""ea9d7eb4"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""e73b8797"", ""via"": ""bank_account"", ""value"": ""ES29088754""}, {""connected_to"": ""0ab73345"", ""via"": ""bank_account"", ""value"": ""ES29088754""}, {""connected_to"": ""3a3d6e6e"", ""via"": ""insurer_email"", ""value"": ""insured_136@mail.com""}, {""connected_to"": ""ef4d9ae4"", ""via"": ""insurer_phone_number"", ""value"": 600664650}]",0.22093023255813954,25,5,12,15,28,3,20,54,35,82,73,15,36,43
