insurer_email,n_claims,fraud_rate
user3790@ex.com,1,0.0
user3791@ex.com,1,0.0
user3792@ex.com,1,0.0
user3794@ex.com,3,0.3333333333333333
user3796@ex.com,1,0.0
user3797@ex.com,1,1.0
user3799@ex.com,1,0.0
user37@ex.com,5,0.0
user3801@ex.com,2,0.0
user3806@ex.com,1,0.0
user3807@ex.com,1,0.0
user3808@ex.com,2,0.0
user380@ex.com,3,0.0
user3810@ex.com,2,0.0
user3814@ex.com,1,0.0
user3815@ex.com,1,0.0
user3816@ex.com,1,0.0
user3817@ex.com,3,0.3333333333333333
user3818@ex.com,1,0.0
user3819@ex.com,2,0.0
user381@ex.com,2,0.5
user3820@ex.com,2,0.0
user3821@ex.com,1,0.0
user3823@ex.com,1,0.0
user382@ex.com,2,0.5
user3830@ex.com,1,0.0
user3831@ex.com,1,0.0
user3833@ex.com,1,0.0
user3836@ex.com,2,0.5
user3838@ex.com,1,0.0
user3840@ex.com,1,1.0
user3842@ex.com,1,1.0
user3843@ex.com,1,0.0
user3844@ex.com,1,0.0
user3846@ex.com,2,0.5
user3847@ex.com,1,0.0
user3848@ex.com,1,0.0
user384@ex.com,3,0.0
user3850@ex.com,1,0.0
user3851@ex.com,1,0.0
user3852@ex.com,1,0.0
user3853@ex.com,1,0.0
user3856@ex.com,1,0.0
user3857@ex.com,1,0.0
user3859@ex.com,1,0.0
user3860@ex.com,2,0.0
user3861@ex.com,1,0.0
user3863@ex.com,1,1.0
user3864@ex.com,1,0.0
user3865@ex.com,1,0.0
user3866@ex.com,2,0.0
user3868@ex.com,3,0.3333333333333333
user3869@ex.com,1,0.0
user386@ex.com,3,0.0
user3871@ex.com,1,0.0
user3873@ex.com,1,0.0
user3874@ex.com,1,0.0
user3875@ex.com,1,0.0
user3877@ex.com,1,0.0
user3878@ex.com,2,0.0
user3882@ex.com,1,1.0
user3883@ex.com,1,0.0
user3885@ex.com,1,0.0
user3886@ex.com,4,0.25
user3887@ex.com,2,0.0
user3888@ex.com,3,0.0
user3889@ex.com,1,0.0
user388@ex.com,2,0.0
user3891@ex.com,1,0.0
user3893@ex.com,1,0.0
user3894@ex.com,1,1.0
user3895@ex.com,2,0.5
user3896@ex.com,2,0.5
user3898@ex.com,1,0.0
user3899@ex.com,2,0.5
user389@ex.com,1,0.0
user3900@ex.com,1,0.0
user3903@ex.com,1,0.0
user3905@ex.com,2,0.0
user3906@ex.com,2,0.0
user3907@ex.com,1,1.0
user3909@ex.com,1,0.0
user390@ex.com,1,0.0
user3910@ex.com,1,0.0
user3912@ex.com,1,0.0
user3913@ex.com,2,0.5
user3914@ex.com,2,0.0
user3915@ex.com,2,0.5
user3916@ex.com,1,0.0
user3917@ex.com,1,0.0
user3918@ex.com,1,0.0
user391@ex.com,3,0.3333333333333333
user3921@ex.com,2,0.5
user3922@ex.com,1,0.0
user3925@ex.com,1,0.0
user3927@ex.com,1,0.0
user3929@ex.com,3,0.3333333333333333
user3930@ex.com,2,0.5
user3931@ex.com,1,0.0
user3933@ex.com,1,0.0
user3935@ex.com,2,0.5
user3936@ex.com,3,0.6666666666666666
user3937@ex.com,1,0.0
user3938@ex.com,1,0.0
user3939@ex.com,1,0.0
user3940@ex.com,1,0.0
user3941@ex.com,4,0.0
user3942@ex.com,1,0.0
user3944@ex.com,1,0.0
user3949@ex.com,2,0.5
user3953@ex.com,1,0.0
user3954@ex.com,2,0.0
user3955@ex.com,3,0.0
user3957@ex.com,2,0.0
user3959@ex.com,1,1.0
user395@ex.com,1,0.0
user3960@ex.com,1,0.0
user3961@ex.com,2,0.5
user3962@ex.com,2,0.0
user3963@ex.com,2,0.0
user3964@ex.com,1,0.0
user3967@ex.com,2,0.0
user3968@ex.com,1,0.0
user3969@ex.com,2,0.0
user396@ex.com,1,0.0
user3972@ex.com,1,0.0
user3973@ex.com,1,0.0
user3974@ex.com,1,0.0
user3976@ex.com,1,0.0
user3978@ex.com,2,0.0
user3979@ex.com,3,0.3333333333333333
user3982@ex.com,1,0.0
user3983@ex.com,3,0.0
user3984@ex.com,2,0.0
user3987@ex.com,2,0.0
user398@ex.com,3,0.0
user3991@ex.com,5,0.2
user3992@ex.com,1,0.0
user3994@ex.com,2,0.0
user3995@ex.com,1,0.0
user3998@ex.com,1,0.0
user39@ex.com,1,1.0
user3@ex.com,1,0.0
user4002@ex.com,1,0.0
user4004@ex.com,2,0.0
user4008@ex.com,3,0.0
user400@ex.com,1,0.0
user4010@ex.com,2,0.0
user4011@ex.com,1,0.0
user4013@ex.com,2,0.0
user4016@ex.com,3,0.3333333333333333
user4021@ex.com,1,0.0
user4023@ex.com,4,0.25
user4025@ex.com,2,0.0
user4026@ex.com,3,0.3333333333333333
user4028@ex.com,1,0.0
user4029@ex.com,1,0.0
user4031@ex.com,2,0.0
user4033@ex.com,1,0.0
user4036@ex.com,3,0.3333333333333333
user403@ex.com,1,0.0
user4040@ex.com,2,0.0
user4041@ex.com,1,0.0
user4044@ex.com,1,0.0
user4045@ex.com,1,0.0
user4048@ex.com,1,0.0
user4049@ex.com,2,0.0
user404@ex.com,2,0.0
user4053@ex.com,2,0.0
user4054@ex.com,1,1.0
user4055@ex.com,1,0.0
user4057@ex.com,1,0.0
user4058@ex.com,2,0.0
user4059@ex.com,3,0.0
user405@ex.com,1,0.0
user4060@ex.com,2,0.0
user4061@ex.com,1,0.0
user4063@ex.com,1,0.0
user4064@ex.com,3,0.0
user4066@ex.com,2,0.0
user4067@ex.com,1,0.0
user4068@ex.com,1,0.0
user4069@ex.com,3,0.0
user4072@ex.com,1,0.0
user4073@ex.com,1,0.0
user4074@ex.com,1,0.0
user4075@ex.com,3,0.3333333333333333
user4076@ex.com,1,1.0
user4077@ex.com,1,0.0
user4078@ex.com,1,0.0
user4079@ex.com,2,0.0
user4080@ex.com,1,0.0
user4081@ex.com,1,0.0
user4083@ex.com,2,0.0
user4085@ex.com,3,0.3333333333333333
user4086@ex.com,2,0.0
user4087@ex.com,1,0.0
user408@ex.com,1,0.0
user4092@ex.com,2,0.0
user4094@ex.com,2,0.0
user4095@ex.com,1,0.0
user4099@ex.com,2,0.0
user409@ex.com,1,0.0
user40@ex.com,1,0.0
user4100@ex.com,3,0.3333333333333333
user4103@ex.com,1,0.0
user4105@ex.com,1,0.0
user4106@ex.com,1,0.0
user4107@ex.com,1,1.0
user4108@ex.com,1,0.0
user4109@ex.com,1,0.0
user410@ex.com,2,0.5
user4111@ex.com,1,0.0
user4112@ex.com,1,0.0
user4113@ex.com,1,0.0
user4115@ex.com,1,0.0
user4117@ex.com,1,0.0
user4119@ex.com,1,0.0
user411@ex.com,1,0.0
user4120@ex.com,1,0.0
user4121@ex.com,1,1.0
user4123@ex.com,1,0.0
user4124@ex.com,1,0.0
user4126@ex.com,2,0.0
user4127@ex.com,1,1.0
user4129@ex.com,1,0.0
user412@ex.com,1,0.0
user4130@ex.com,3,0.0
user4132@ex.com,1,0.0
user4133@ex.com,2,0.0
user4134@ex.com,2,0.0
user4135@ex.com,1,0.0
user4136@ex.com,1,0.0
user4138@ex.com,2,0.0
user4141@ex.com,1,0.0
user4143@ex.com,1,0.0
user4144@ex.com,2,0.0
user4145@ex.com,2,0.5
user4146@ex.com,2,0.0
user4147@ex.com,1,0.0
user414@ex.com,2,0.0
user4151@ex.com,3,0.0
user4153@ex.com,1,1.0
user4154@ex.com,3,0.3333333333333333
user4158@ex.com,1,0.0
user4159@ex.com,1,0.0
user415@ex.com,1,0.0
user4161@ex.com,1,0.0
user4162@ex.com,1,0.0
user4163@ex.com,3,0.3333333333333333
user4164@ex.com,2,0.5
user4165@ex.com,2,0.0
user4166@ex.com,2,0.0
user4168@ex.com,1,0.0
user4169@ex.com,2,0.5
user416@ex.com,1,0.0
user4170@ex.com,1,0.0
user4171@ex.com,1,0.0
user4172@ex.com,1,0.0
user4174@ex.com,2,0.0
user4178@ex.com,1,0.0
user4180@ex.com,1,1.0
user4181@ex.com,1,0.0
user4183@ex.com,4,0.25
user4184@ex.com,2,0.0
user4185@ex.com,5,0.2
user4186@ex.com,2,0.0
user4187@ex.com,2,0.0
user4188@ex.com,1,0.0
user4189@ex.com,2,0.5
user4190@ex.com,2,0.0
user4191@ex.com,1,0.0
user4192@ex.com,1,0.0
user4194@ex.com,1,0.0
user4196@ex.com,2,0.5
user4197@ex.com,1,0.0
user4198@ex.com,1,0.0
user4203@ex.com,1,0.0
user4204@ex.com,1,0.0
user4208@ex.com,1,0.0
user4209@ex.com,1,0.0
user4210@ex.com,2,0.0
user4211@ex.com,1,0.0
user4212@ex.com,2,0.0
user4213@ex.com,2,0.0
user4214@ex.com,1,0.0
user4216@ex.com,1,0.0
user4217@ex.com,2,0.0
user4218@ex.com,2,0.0
user421@ex.com,2,0.5
user4221@ex.com,1,0.0
user4223@ex.com,2,0.0
user4224@ex.com,1,0.0
user4225@ex.com,1,0.0
user4227@ex.com,1,0.0
user4228@ex.com,1,0.0
user4229@ex.com,1,0.0
user4230@ex.com,1,0.0
user4231@ex.com,3,0.3333333333333333
user4232@ex.com,1,0.0
user4234@ex.com,2,0.5
user4237@ex.com,1,0.0
user4238@ex.com,1,0.0
user4239@ex.com,1,0.0
user423@ex.com,1,0.0
user4240@ex.com,2,0.0
user4241@ex.com,1,0.0
user4245@ex.com,2,0.0
user4246@ex.com,2,0.0
user4247@ex.com,2,0.0
user4249@ex.com,2,0.0
user424@ex.com,1,0.0
user4250@ex.com,1,0.0
user4255@ex.com,1,1.0
user4256@ex.com,2,0.0
user4258@ex.com,1,1.0
user425@ex.com,1,0.0
user4261@ex.com,2,0.0
user4262@ex.com,1,0.0
user4263@ex.com,1,0.0
user4265@ex.com,1,0.0
user4266@ex.com,1,0.0
user4268@ex.com,4,0.25
user426@ex.com,1,0.0
user4272@ex.com,1,1.0
user4273@ex.com,2,0.0
user4274@ex.com,1,0.0
user4278@ex.com,1,0.0
user427@ex.com,1,0.0
user4280@ex.com,1,0.0
user4282@ex.com,1,0.0
user4283@ex.com,1,0.0
user4284@ex.com,1,0.0
user4286@ex.com,3,0.3333333333333333
user4287@ex.com,1,0.0
user4289@ex.com,2,0.0
user428@ex.com,2,0.5
user4290@ex.com,2,0.0
user4291@ex.com,1,0.0
user4292@ex.com,4,0.25
user4293@ex.com,1,0.0
user4294@ex.com,2,0.0
user4297@ex.com,1,0.0
user4298@ex.com,4,0.0
user42@ex.com,4,0.0
user4300@ex.com,2,0.0
user4303@ex.com,1,0.0
user4305@ex.com,2,0.5
user4306@ex.com,2,0.5
user4308@ex.com,1,0.0
user4309@ex.com,3,0.3333333333333333
user430@ex.com,5,0.0
user4311@ex.com,2,0.0
user4316@ex.com,3,0.0
user4317@ex.com,1,0.0
user4318@ex.com,2,0.0
user4321@ex.com,2,0.0
user4325@ex.com,1,0.0
user4326@ex.com,1,0.0
user4327@ex.com,2,0.0
user4329@ex.com,1,0.0
user432@ex.com,1,0.0
user4331@ex.com,3,0.3333333333333333
user4332@ex.com,2,0.0
user4333@ex.com,1,0.0
user4334@ex.com,3,0.3333333333333333
user4336@ex.com,1,0.0
user4337@ex.com,1,0.0
user4338@ex.com,1,0.0
user4339@ex.com,1,0.0
user433@ex.com,1,0.0
user4340@ex.com,3,0.0
user4342@ex.com,1,0.0
user4346@ex.com,1,0.0
user4349@ex.com,1,0.0
user434@ex.com,1,0.0
user4354@ex.com,1,0.0
user4355@ex.com,1,0.0
user4357@ex.com,2,0.0
user4358@ex.com,1,0.0
user4359@ex.com,1,0.0
user435@ex.com,1,0.0
user4361@ex.com,2,0.0
user4362@ex.com,1,0.0
user4363@ex.com,1,0.0
user4365@ex.com,1,1.0
user4366@ex.com,2,0.0
user4367@ex.com,2,0.0
user4368@ex.com,3,0.0
user4369@ex.com,1,0.0
user436@ex.com,1,0.0
user4370@ex.com,1,0.0
user4371@ex.com,1,0.0
user4372@ex.com,1,1.0
user4375@ex.com,1,1.0
user4377@ex.com,1,0.0
user4378@ex.com,1,0.0
user4379@ex.com,1,0.0
user4380@ex.com,1,1.0
user4381@ex.com,1,0.0
user4384@ex.com,1,1.0
user4385@ex.com,3,0.0
user4387@ex.com,1,0.0
user438@ex.com,1,0.0
user4390@ex.com,2,0.5
user4392@ex.com,3,0.0
user4394@ex.com,2,0.5
user4397@ex.com,3,0.0
user439@ex.com,1,0.0
user4401@ex.com,1,0.0
user4402@ex.com,2,0.5
user4403@ex.com,1,0.0
user4404@ex.com,1,0.0
user4405@ex.com,1,0.0
user4407@ex.com,3,0.0
user4408@ex.com,1,0.0
user4409@ex.com,2,0.0
user440@ex.com,3,0.0
user4411@ex.com,1,0.0
user4412@ex.com,2,0.0
user4413@ex.com,1,0.0
user4415@ex.com,1,0.0
user4416@ex.com,1,0.0
user4417@ex.com,1,0.0
user4418@ex.com,3,0.0
user4420@ex.com,1,1.0
user4421@ex.com,2,0.0
user4422@ex.com,1,0.0
user4423@ex.com,2,0.0
user4427@ex.com,1,0.0
user4428@ex.com,2,0.0
user4429@ex.com,1,0.0
user4431@ex.com,1,0.0
user4432@ex.com,1,0.0
user4433@ex.com,2,0.0
user4437@ex.com,1,0.0
user4438@ex.com,1,0.0
user4439@ex.com,1,0.0
user443@ex.com,1,0.0
user4440@ex.com,2,0.5
user4441@ex.com,1,0.0
user4442@ex.com,2,0.5
user4443@ex.com,3,0.0
user4444@ex.com,3,0.0
user4445@ex.com,2,0.0
user4446@ex.com,1,0.0
user4447@ex.com,2,0.0
user4448@ex.com,1,0.0
user4449@ex.com,2,0.0
user444@ex.com,1,0.0
user4450@ex.com,1,1.0
user4452@ex.com,2,0.0
user4455@ex.com,1,1.0
user4458@ex.com,1,0.0
user4459@ex.com,1,0.0
user445@ex.com,1,0.0
user4460@ex.com,2,0.0
user4462@ex.com,1,0.0
user4464@ex.com,1,0.0
user4465@ex.com,1,0.0
user4467@ex.com,1,0.0
user4468@ex.com,1,0.0
user4469@ex.com,1,0.0
user4472@ex.com,3,0.0
user4476@ex.com,3,0.3333333333333333
user4477@ex.com,1,0.0
user4478@ex.com,2,0.0
user4479@ex.com,2,0.0
user4481@ex.com,2,0.0
user4483@ex.com,1,0.0
user4484@ex.com,2,0.0
user4485@ex.com,1,0.0
user4486@ex.com,2,0.0
user4487@ex.com,2,0.0
user4489@ex.com,2,0.0
user448@ex.com,1,0.0
user4490@ex.com,2,0.0
user4491@ex.com,1,0.0
user4492@ex.com,1,0.0
user4493@ex.com,3,0.0
user4494@ex.com,1,1.0
user4496@ex.com,1,0.0
user4497@ex.com,1,1.0
user449@ex.com,1,0.0
user44@ex.com,1,0.0
user4500@ex.com,1,1.0
user4503@ex.com,1,0.0
user4504@ex.com,2,0.5
user4505@ex.com,2,0.0
user4507@ex.com,3,0.3333333333333333
user4508@ex.com,1,0.0
user4509@ex.com,1,0.0
user450@ex.com,1,0.0
user4517@ex.com,1,0.0
user4518@ex.com,3,0.3333333333333333
user4519@ex.com,2,0.0
user451@ex.com,1,0.0
user4520@ex.com,3,0.0
user4522@ex.com,1,0.0
user4523@ex.com,2,0.0
user4524@ex.com,2,0.0
user4525@ex.com,1,0.0
user4526@ex.com,1,0.0
user4527@ex.com,3,0.3333333333333333
user452@ex.com,1,0.0
user4531@ex.com,3,0.0
user4532@ex.com,2,0.5
user4534@ex.com,1,0.0
user4538@ex.com,1,0.0
user4539@ex.com,1,0.0
user453@ex.com,1,0.0
user4540@ex.com,1,0.0
user4542@ex.com,1,0.0
user4543@ex.com,1,1.0
user4545@ex.com,4,0.0
user4547@ex.com,3,0.0
user4549@ex.com,1,0.0
user4550@ex.com,2,0.0
user4554@ex.com,2,0.5
user4555@ex.com,1,0.0
user4556@ex.com,2,0.0
user4558@ex.com,1,0.0
user4559@ex.com,1,0.0
user4560@ex.com,2,0.0
user4564@ex.com,4,0.0
user4565@ex.com,3,0.3333333333333333
user4568@ex.com,2,0.0
user4569@ex.com,1,0.0
user456@ex.com,2,0.0
user4570@ex.com,1,0.0
user4571@ex.com,4,0.0
user4572@ex.com,1,0.0
user4575@ex.com,1,0.0
user4577@ex.com,1,0.0
user4578@ex.com,1,0.0
user4579@ex.com,1,0.0
user457@ex.com,4,0.0
user4581@ex.com,1,0.0
user4583@ex.com,1,1.0
user4585@ex.com,2,0.0
user4586@ex.com,1,0.0
user4587@ex.com,1,0.0
user4588@ex.com,1,0.0
user4589@ex.com,1,0.0
user4590@ex.com,1,0.0
user4591@ex.com,1,0.0
user4593@ex.com,1,0.0
user4594@ex.com,1,0.0
user4596@ex.com,1,0.0
user4599@ex.com,3,0.0
user459@ex.com,1,0.0
user45@ex.com,1,0.0
user4601@ex.com,1,0.0
user4602@ex.com,2,1.0
user4603@ex.com,3,0.0
user4604@ex.com,1,0.0
user4606@ex.com,1,0.0
user4607@ex.com,2,0.0
user4609@ex.com,1,0.0
user460@ex.com,1,0.0
user4610@ex.com,1,0.0
user4611@ex.com,1,1.0
user4613@ex.com,1,1.0
user4614@ex.com,1,0.0
user4615@ex.com,3,0.0
user4616@ex.com,2,0.5
user4618@ex.com,2,0.0
user4619@ex.com,1,0.0
user461@ex.com,1,0.0
user4621@ex.com,2,0.5
user4624@ex.com,2,0.0
user4626@ex.com,2,0.5
user4628@ex.com,1,0.0
user4629@ex.com,1,1.0
user462@ex.com,2,0.5
user4630@ex.com,1,0.0
user4631@ex.com,2,0.0
user4633@ex.com,1,0.0
user4636@ex.com,1,0.0
user4637@ex.com,1,0.0
user4639@ex.com,2,0.5
user463@ex.com,2,0.0
user4640@ex.com,3,0.0
user4644@ex.com,4,0.25
user4645@ex.com,2,0.0
user4646@ex.com,2,0.5
user4649@ex.com,1,0.0
user4650@ex.com,1,0.0
user4653@ex.com,2,0.5
user4655@ex.com,1,0.0
user4656@ex.com,1,0.0
user4658@ex.com,2,0.0
user4659@ex.com,1,1.0
user4660@ex.com,1,0.0
user4661@ex.com,5,0.2
user4662@ex.com,1,0.0
user4663@ex.com,1,0.0
user4664@ex.com,2,0.0
user4666@ex.com,2,0.0
user4668@ex.com,1,0.0
user4669@ex.com,1,0.0
user4671@ex.com,1,0.0
user4673@ex.com,1,0.0
user4674@ex.com,1,1.0
user4675@ex.com,2,0.0
user4676@ex.com,3,0.6666666666666666
user4677@ex.com,1,1.0
user4681@ex.com,3,0.0
user4682@ex.com,2,0.5
user4685@ex.com,1,0.0
user4686@ex.com,1,0.0
user4687@ex.com,4,0.0
user4688@ex.com,3,0.6666666666666666
user4689@ex.com,1,0.0
user468@ex.com,1,0.0
user4690@ex.com,1,0.0
user4692@ex.com,2,0.0
user4693@ex.com,1,0.0
user4694@ex.com,1,0.0
user4696@ex.com,3,0.0
user4697@ex.com,1,0.0
user4698@ex.com,1,0.0
user4699@ex.com,2,0.0
user46@ex.com,1,0.0
user4700@ex.com,1,1.0
user4703@ex.com,1,0.0
user4705@ex.com,2,0.0
user4707@ex.com,2,0.0
user4709@ex.com,1,0.0
user4710@ex.com,1,0.0
user4712@ex.com,1,0.0
user4713@ex.com,3,0.0
user4714@ex.com,2,0.0
user4715@ex.com,2,0.0
user4718@ex.com,1,0.0
user4719@ex.com,1,0.0
user471@ex.com,1,0.0
user4721@ex.com,1,0.0
user4723@ex.com,2,0.5
user4725@ex.com,1,0.0
user4727@ex.com,1,0.0
user4728@ex.com,2,0.5
user4730@ex.com,1,0.0
user4735@ex.com,1,0.0
user4736@ex.com,1,0.0
user4738@ex.com,2,0.0
user4740@ex.com,1,0.0
user4741@ex.com,2,0.0
user4742@ex.com,1,0.0
user4743@ex.com,3,0.3333333333333333
user4744@ex.com,1,0.0
user4745@ex.com,1,0.0
user4746@ex.com,2,0.5
user4748@ex.com,1,0.0
user474@ex.com,1,0.0
user4752@ex.com,1,0.0
user4754@ex.com,2,0.0
user4756@ex.com,1,0.0
user4758@ex.com,2,0.0
user4759@ex.com,2,0.0
user475@ex.com,2,0.5
user4760@ex.com,2,0.0
user4761@ex.com,1,0.0
user4763@ex.com,1,0.0
user4764@ex.com,1,0.0
user4765@ex.com,3,0.0
user4766@ex.com,1,0.0
user4771@ex.com,2,0.0
user4772@ex.com,1,0.0
user4773@ex.com,1,0.0
user4775@ex.com,2,0.5
user4776@ex.com,1,0.0
user4777@ex.com,4,0.0
user4782@ex.com,1,0.0
user4784@ex.com,1,0.0
user4785@ex.com,2,0.0
user4786@ex.com,1,0.0
user4787@ex.com,1,0.0
user4788@ex.com,1,1.0
user478@ex.com,3,0.0
user4791@ex.com,2,0.0
user4792@ex.com,1,0.0
user4794@ex.com,2,0.0
user4795@ex.com,1,0.0
user4796@ex.com,1,0.0
user4797@ex.com,1,0.0
user4798@ex.com,1,0.0
user4799@ex.com,1,0.0
user4802@ex.com,1,0.0
user4804@ex.com,2,1.0
user4806@ex.com,1,0.0
user4807@ex.com,2,0.0
user4808@ex.com,2,0.0
user4809@ex.com,1,0.0
user480@ex.com,1,0.0
user4810@ex.com,3,0.0
user4815@ex.com,3,0.0
user4818@ex.com,3,0.0
user4819@ex.com,2,0.5
user481@ex.com,1,0.0
user4821@ex.com,2,0.0
user4822@ex.com,1,0.0
user4823@ex.com,1,1.0
user4824@ex.com,1,0.0
user4825@ex.com,1,1.0
user4826@ex.com,3,0.0
user4828@ex.com,2,0.0
user4829@ex.com,3,0.0
user482@ex.com,2,0.5
user4830@ex.com,3,0.0
user4831@ex.com,1,0.0
user4833@ex.com,2,0.0
user4834@ex.com,1,0.0
user4836@ex.com,1,0.0
user4838@ex.com,1,0.0
user4839@ex.com,2,0.0
user483@ex.com,1,0.0
user4842@ex.com,1,0.0
user4843@ex.com,1,0.0
user4845@ex.com,1,1.0
user4846@ex.com,2,0.0
user4847@ex.com,1,1.0
user4849@ex.com,2,0.0
user4850@ex.com,1,1.0
user4851@ex.com,1,0.0
user4852@ex.com,1,0.0
user4854@ex.com,1,0.0
user4857@ex.com,3,0.0
user4860@ex.com,2,0.0
user4861@ex.com,1,0.0
user4862@ex.com,1,1.0
user4864@ex.com,2,0.0
user4865@ex.com,3,1.0
user486@ex.com,3,0.0
user4870@ex.com,2,0.0
user4875@ex.com,1,0.0
user4876@ex.com,3,0.0
user4878@ex.com,1,0.0
user4879@ex.com,1,0.0
user487@ex.com,2,0.0
user4882@ex.com,2,0.0
user4884@ex.com,2,0.0
user4887@ex.com,1,0.0
user4888@ex.com,1,0.0
user4889@ex.com,2,0.0
user488@ex.com,2,0.0
user4891@ex.com,1,0.0
user4892@ex.com,3,0.0
user4893@ex.com,1,0.0
user4894@ex.com,2,0.5
user4896@ex.com,1,0.0
user4898@ex.com,1,0.0
user48@ex.com,2,0.0
user4900@ex.com,1,0.0
user4903@ex.com,2,0.5
user4904@ex.com,2,1.0
user4905@ex.com,2,0.0
user4906@ex.com,3,0.0
user4907@ex.com,1,0.0
user4908@ex.com,1,0.0
user4909@ex.com,1,0.0
user4910@ex.com,1,0.0
user4911@ex.com,1,0.0
user4913@ex.com,1,0.0
user4914@ex.com,2,0.0
user4917@ex.com,1,0.0
user4918@ex.com,1,0.0
user4919@ex.com,3,0.3333333333333333
user491@ex.com,1,1.0
user4920@ex.com,2,0.5
user4923@ex.com,1,0.0
user4924@ex.com,3,0.0
user4926@ex.com,2,0.0
user4927@ex.com,2,0.0
user4928@ex.com,1,0.0
user492@ex.com,2,0.0
user4932@ex.com,1,0.0
user4934@ex.com,1,0.0
user4935@ex.com,1,1.0
user4937@ex.com,1,1.0
user4939@ex.com,2,0.0
user493@ex.com,1,0.0
user4940@ex.com,5,0.2
user4943@ex.com,3,0.0
user4944@ex.com,2,0.0
user4946@ex.com,4,0.5
user4948@ex.com,2,0.0
user4950@ex.com,1,0.0
user4951@ex.com,3,0.0
user4952@ex.com,1,0.0
user4954@ex.com,2,1.0
user4955@ex.com,1,0.0
user4958@ex.com,1,0.0
user4959@ex.com,1,0.0
user4960@ex.com,2,0.5
user4962@ex.com,1,0.0
user4963@ex.com,2,0.0
user4967@ex.com,3,0.3333333333333333
user4969@ex.com,1,1.0
user4970@ex.com,1,0.0
user4976@ex.com,2,0.0
user4977@ex.com,1,0.0
user4978@ex.com,2,0.0
user4979@ex.com,1,0.0
user4980@ex.com,2,0.0
user4981@ex.com,1,0.0
user4982@ex.com,1,0.0
user4984@ex.com,1,0.0
user4987@ex.com,1,0.0
user498@ex.com,1,0.0
user4991@ex.com,1,0.0
user4992@ex.com,2,0.0
user4993@ex.com,3,0.0
user4997@ex.com,2,0.0
user4998@ex.com,1,1.0
user4999@ex.com,1,0.0
user499@ex.com,2,0.0
user4@ex.com,2,0.0
user500@ex.com,1,0.0
user504@ex.com,3,0.3333333333333333
user505@ex.com,2,0.0
user506@ex.com,2,0.0
user508@ex.com,2,0.5
user50@ex.com,3,0.3333333333333333
user512@ex.com,1,0.0
user513@ex.com,1,0.0
user514@ex.com,3,0.0
user515@ex.com,1,0.0
user517@ex.com,2,0.0
user519@ex.com,1,0.0
user520@ex.com,2,0.0
user522@ex.com,2,0.0
user525@ex.com,3,0.0
user526@ex.com,2,0.0
user527@ex.com,1,0.0
user528@ex.com,1,0.0
user52@ex.com,1,0.0
user530@ex.com,1,0.0
user531@ex.com,1,1.0
user532@ex.com,3,0.0
user535@ex.com,1,0.0
user536@ex.com,2,0.0
user537@ex.com,2,0.0
user538@ex.com,2,0.0
user539@ex.com,3,0.3333333333333333
user53@ex.com,1,0.0
user540@ex.com,1,0.0
user543@ex.com,1,0.0
user545@ex.com,2,0.0
user547@ex.com,1,0.0
user548@ex.com,2,0.0
user553@ex.com,1,0.0
user554@ex.com,1,0.0
user555@ex.com,1,0.0
user556@ex.com,1,0.0
user557@ex.com,1,0.0
user559@ex.com,1,0.0
user55@ex.com,1,1.0
user561@ex.com,1,0.0
user562@ex.com,1,1.0
user563@ex.com,1,0.0
user565@ex.com,2,0.0
user566@ex.com,2,0.5
user567@ex.com,1,0.0
user568@ex.com,1,0.0
user569@ex.com,1,0.0
user56@ex.com,1,1.0
user570@ex.com,3,0.0
user571@ex.com,2,0.0
user572@ex.com,1,0.0
user575@ex.com,2,0.0
user578@ex.com,3,0.6666666666666666
user579@ex.com,1,0.0
user57@ex.com,1,0.0
user580@ex.com,1,0.0
user581@ex.com,2,0.0
user583@ex.com,2,0.0
user584@ex.com,1,0.0
user585@ex.com,4,0.0
user586@ex.com,1,0.0
user587@ex.com,2,0.0
user588@ex.com,2,0.5
user589@ex.com,1,0.0
user58@ex.com,2,0.0
user590@ex.com,2,0.0
user591@ex.com,1,0.0
user592@ex.com,1,0.0
user594@ex.com,1,0.0
user595@ex.com,1,0.0
user596@ex.com,1,0.0
user597@ex.com,2,0.0
user598@ex.com,1,0.0
user59@ex.com,2,0.0
user600@ex.com,1,0.0
user603@ex.com,1,0.0
user604@ex.com,2,0.0
user605@ex.com,1,0.0
user606@ex.com,2,0.0
user608@ex.com,2,0.0
user609@ex.com,1,0.0
user614@ex.com,1,0.0
user616@ex.com,1,0.0
user617@ex.com,3,0.0
user61@ex.com,1,0.0
user620@ex.com,3,0.3333333333333333
user621@ex.com,1,0.0
user624@ex.com,1,0.0
user625@ex.com,1,0.0
user626@ex.com,2,0.0
user628@ex.com,1,0.0
user62@ex.com,1,0.0
user630@ex.com,3,0.0
user631@ex.com,1,0.0
user632@ex.com,1,0.0
user633@ex.com,1,0.0
user634@ex.com,1,0.0
user636@ex.com,1,0.0
user637@ex.com,1,0.0
user638@ex.com,4,0.5
user639@ex.com,1,0.0
user63@ex.com,1,0.0
user640@ex.com,1,1.0
user641@ex.com,1,0.0
user643@ex.com,1,0.0
user644@ex.com,3,0.3333333333333333
user645@ex.com,1,0.0
user646@ex.com,1,0.0
user647@ex.com,2,0.0
user649@ex.com,1,0.0
user64@ex.com,1,0.0
user650@ex.com,1,0.0
user651@ex.com,1,0.0
user653@ex.com,1,0.0
