insurer_phone_number,n_claims,fraud_rate
34600003676,2,0.0
34600003678,1,0.0
34600003682,2,0.0
34600003686,3,0.3333333333333333
34600003689,2,0.5
34600003690,2,0.0
34600003691,3,0.0
34600003693,2,0.0
34600003695,1,1.0
34600003696,3,0.0
34600003697,2,0.0
34600003701,1,0.0
34600003702,1,0.0
34600003703,2,0.0
34600003705,3,0.0
34600003707,5,0.0
34600003709,6,0.0
34600003710,3,0.0
34600003714,2,0.0
34600003717,3,0.3333333333333333
34600003718,2,0.0
34600003720,1,0.0
34600003721,2,0.0
34600003725,1,0.0
34600003729,1,0.0
34600003730,2,0.0
34600003732,1,0.0
34600003733,1,1.0
34600003736,1,0.0
34600003737,6,0.3333333333333333
34600003738,1,0.0
34600003739,1,0.0
34600003740,4,0.0
34600003741,2,0.0
34600003742,1,0.0
34600003744,2,0.0
34600003745,1,0.0
34600003746,1,0.0
34600003747,1,0.0
34600003748,3,0.0
34600003753,2,0.5
34600003754,3,0.3333333333333333
34600003755,1,0.0
34600003757,1,1.0
34600003759,2,0.5
34600003761,1,0.0
34600003763,2,0.0
34600003764,1,0.0
34600003765,1,0.0
34600003766,1,0.0
34600003767,1,0.0
34600003768,1,0.0
34600003769,1,0.0
34600003771,1,0.0
34600003772,2,0.0
34600003773,1,0.0
34600003776,1,0.0
34600003778,1,0.0
34600003782,3,0.0
34600003783,4,0.25
34600003784,1,0.0
34600003785,1,0.0
34600003786,5,0.4
34600003787,1,0.0
34600003788,2,0.0
34600003789,4,0.5
34600003790,1,0.0
34600003792,3,0.0
34600003794,2,0.0
34600003795,2,0.0
34600003796,4,0.25
34600003800,1,0.0
34600003801,1,0.0
34600003803,4,0.0
34600003805,1,0.0
34600003806,1,0.0
34600003808,2,0.0
34600003810,1,0.0
34600003813,2,0.0
34600003814,3,0.0
34600003815,1,0.0
34600003816,2,0.0
34600003817,1,0.0
34600003818,1,0.0
34600003819,1,0.0
34600003820,1,0.0
34600003821,1,0.0
34600003822,1,0.0
34600003823,1,0.0
34600003824,2,0.0
34600003825,1,0.0
34600003827,1,0.0
34600003828,1,0.0
34600003830,4,0.0
34600003834,2,0.0
34600003836,1,0.0
34600003837,1,1.0
34600003838,3,0.3333333333333333
34600003839,1,0.0
34600003841,1,0.0
34600003842,2,0.0
34600003843,1,0.0
34600003844,1,0.0
34600003845,4,0.75
34600003846,2,0.5
34600003848,1,0.0
34600003849,3,0.0
34600003851,4,0.0
34600003852,2,0.0
34600003853,5,0.0
34600003855,6,0.0
34600003856,3,0.0
34600003857,2,0.0
34600003859,1,0.0
34600003860,1,0.0
34600003861,2,0.0
34600003862,1,0.0
34600003863,2,0.0
34600003867,1,0.0
34600003868,3,0.0
34600003869,2,0.0
34600003871,1,0.0
34600003872,1,0.0
34600003873,1,1.0
34600003874,3,0.0
34600003875,1,0.0
34600003876,3,0.0
34600003877,2,0.0
34600003878,1,0.0
34600003879,1,0.0
34600003880,2,0.5
34600003882,1,0.0
34600003883,1,0.0
34600003885,2,0.0
34600003887,3,0.3333333333333333
34600003891,1,0.0
34600003892,2,0.0
34600003895,2,0.0
34600003896,2,0.0
34600003897,2,0.5
34600003900,2,0.0
34600003901,1,1.0
34600003904,3,0.0
34600003905,1,0.0
34600003906,1,0.0
34600003908,1,0.0
34600003909,2,0.0
34600003910,2,0.0
34600003915,1,0.0
34600003916,1,0.0
34600003919,1,0.0
34600003920,2,0.0
34600003921,3,0.0
34600003922,2,0.0
34600003925,1,0.0
34600003927,1,0.0
34600003928,1,1.0
34600003929,2,0.0
34600003930,1,0.0
34600003932,3,0.3333333333333333
34600003935,3,0.0
34600003936,2,0.0
34600003937,1,0.0
34600003939,1,0.0
34600003941,3,0.0
34600003944,2,0.0
34600003945,2,0.5
34600003953,5,0.4
34600003954,9,0.2222222222222222
34600003957,3,0.3333333333333333
34600003958,1,0.0
34600003959,2,0.0
34600003960,1,1.0
34600003961,1,0.0
34600003963,2,0.0
34600003965,2,0.0
34600003966,1,0.0
34600003968,3,0.0
34600003969,1,0.0
34600003971,1,0.0
34600003972,1,0.0
34600003973,2,0.5
34600003974,1,0.0
34600003975,1,0.0
34600003978,2,0.0
34600003980,2,0.0
34600003981,2,0.0
34600003982,3,0.3333333333333333
34600003983,1,0.0
34600003986,1,0.0
34600003987,1,0.0
34600003988,1,0.0
34600003989,3,0.0
34600003990,2,0.0
34600003991,1,0.0
34600003992,4,0.0
34600003993,3,0.0
34600003994,3,0.3333333333333333
34600003996,2,0.0
34600003997,2,0.0
34600003998,4,0.0
34600003999,2,0.0
